event_type,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
3,256,1,0,1,1,1,1,0,14,4,3,6,16146,11414,3893,3891,0,10154,45498
3,243,3,0,1,0,0,1,0,11,7,1,0,2473,0,3219,0,0,11421,17113
2,122,4,5000,1,0,1,1,1,5,3,1,0,7369,0,1435,2976,3535,4041,19356
2,142,6,2000,1,0,0,1,1,6,2,3,0,11191,0,1924,0,4704,4703,22522
4,30,2,0,1,0,1,1,0,2,1,6,0,2328,0,500,2550,0,7502,12880
3,109,2,0,1,1,0,1,0,6,2,5,5,7702,4657,1653,0,0,10390,24402
0,241,3,0,1,1,1,1,0,9,5,6,1,8747,23,2525,4878,0,12021,28194
4,100,5,0,1,1,1,1,0,9,2,3,6,4770,5672,1298,4542,0,6543,22825
2,102,6,2000,1,1,1,1,1,7,2,4,8,10383,4080,1412,4842,3600,4923,29240
3,139,2,0,1,1,1,1,0,7,2,6,5,7766,398,2211,2692,0,9158,22225
2,141,5,1000,0,1,0,1,1,9,4,0,1,0,3400,1382,0,3818,6425,15025
0,78,1,0,1,1,1,1,0,7,1,6,6,5209,1649,1113,1503,0,8678,18152
4,32,3,0,1,1,0,1,0,2,1,3,6,1838,1157,465,0,0,8054,11514
1,46,1,3000,1,0,1,1,1,2,1,1,0,465,0,644,1036,2282,7544,11971
4,22,5,0,1,1,0,1,0,2,1,3,4,2341,176,418,0,0,7379,10314
0,79,2,15000,1,0,1,1,1,3,2,1,0,603,0,1255,6783,2388,9931,20960
4,48,2,0,0,1,0,1,0,2,1,0,2,0,2617,639,0,0,4222,7478
4,48,3,0,1,0,1,1,0,2,1,1,0,527,0,511,1420,0,9387,11845
3,72,2,0,1,0,0,1,0,4,2,6,0,4525,0,838,0,0,7354,12717
1,136,3,0,1,0,0,1,0,9,4,4,0,3354,0,1844,0,0,7977,13175
0,47,1,0,0,0,0,1,0,2,1,0,0,0,0,627,0,0,11732,12359
3,204,3,0,1,1,0,1,0,8,3,5,5,12125,10747,1863,0,0,7449,32184
1,83,4,0,1,1,1,0,0,4,2,5,6,13221,1706,0,2298,0,7472,24697
3,282,3,0,1,1,1,1,0,18,7,1,3,614,1713,2822,20644,0,6688,32481
3,86,2,0,0,1,1,1,0,5,2,0,1,0,172,926,6354,0,9221,16673
2,109,5,20000,1,1,0,1,1,5,2,6,3,12154,263,1117,0,1485,4479,19498
2,134,6,20000,1,1,0,1,1,11,2,1,8,5920,2368,1624,0,3452,7710,21074
2,186,4,0,0,0,0,1,0,7,5,0,0,0,0,2751,0,0,11049,13800
3,219,3,0,1,1,0,1,0,19,7,6,2,8570,108,2536,0,0,5219,16433
3,134,3,0,1,1,0,1,0,5,4,1,1,1413,433,1824,0,0,11435,15105
4,35,5,0,1,1,0,0,0,3,1,6,3,2709,1419,0,0,0,6199,10327
1,196,2,7000,1,0,0,1,0,8,3,6,0,14039,0,2663,0,0,9270,25972
1,173,4,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,11960,11960
2,155,8,1000,1,1,1,1,1,10,3,5,4,12572,986,2120,2865,1466,7363,27372
1,81,4,10000,1,1,0,1,1,6,1,6,2,6231,192,1346,0,4190,8983,20942
2,55,5,0,1,1,1,1,0,4,1,5,6,6273,2800,688,4087,0,7742,21590
2,64,7,1000,1,1,0,0,0,4,1,5,3,7129,509,0,0,0,7723,15361
3,277,3,0,1,0,0,1,0,15,7,2,0,3449,0,3186,0,0,8433,15068
4,22,4,0,0,1,0,1,0,2,1,0,4,0,643,322,0,0,6779,7744
3,183,2,0,1,1,0,1,0,7,3,4,5,9733,719,1983,0,0,6580,19015
1,183,1,0,1,0,1,1,0,8,3,3,0,4472,0,2277,8178,0,7965,22892
2,91,4,0,1,1,1,1,0,4,1,2,2,8577,376,1376,4278,0,5267,19874
3,224,2,0,0,0,0,1,0,10,4,0,0,0,0,3150,0,0,14470,17620
2,82,5,3000,1,1,0,1,1,3,1,1,1,6308,188,1282,0,1800,9717,19295
1,142,4,7000,1,1,0,1,0,8,2,1,4,14832,1123,1498,0,0,4618,22071
4,42,4,0,1,0,0,0,0,3,1,5,0,3831,0,0,0,0,10300,14131
0,217,4,1000,1,0,1,0,1,12,5,6,0,16855,0,0,14466,2179,7603,41103
4,49,2,0,1,1,0,1,0,2,1,6,4,6204,252,457,0,0,5497,12410
1,79,4,0,1,0,1,0,0,3,2,6,0,12471,0,0,1186,0,8856,22513
1,194,1,3000,1,1,0,1,0,12,6,6,8,16651,8034,2025,0,0,11635,38345
0,73,4,0,1,1,0,1,0,3,1,3,1,4165,262,792,0,0,5149,10368
2,110,8,0,1,1,0,1,0,5,2,2,4,8020,525,1133,0,0,7947,17625
3,94,2,0,1,0,0,0,0,4,3,6,0,4724,0,0,0,0,8738,13462
1,101,1,0,1,1,1,1,0,7,1,2,4,457,912,1035,6132,0,6126,14662
2,33,6,1000,1,1,1,0,1,2,1,4,5,7640,720,0,1811,4411,5126,19708
3,218,1,0,1,1,0,1,0,12,5,2,7,2037,3574,2646,0,0,5941,14198
0,53,2,5000,1,0,0,1,1,4,1,4,0,1617,0,977,0,4086,5628,12308
0,244,2,10000,0,1,1,0,0,15,6,0,8,0,2270,0,14529,0,11087,27886
4,40,5,0,1,1,1,1,0,2,1,2,7,2954,1910,627,2913,0,7937,16341
2,39,4,0,1,0,0,0,0,3,1,4,0,5176,0,0,0,0,4618,9794
1,15,1,1000,1,1,0,1,1,2,1,6,2,1299,247,370,0,1545,9910,13371
2,38,6,15000,0,1,0,1,1,2,1,0,6,0,904,431,0,2414,7457,11206
2,142,4,2000,1,1,0,1,1,6,3,3,4,14178,1400,1590,0,2452,3513,23133
2,113,7,1000,1,1,0,1,1,8,2,1,2,23681,640,1286,0,3618,10892,40117
0,213,2,15000,1,1,0,1,1,10,5,5,1,13438,67,3094,0,2423,8254,27276
3,270,2,0,0,0,0,1,0,11,5,0,0,0,0,3119,0,0,8363,11482
4,55,5,0,1,1,0,1,0,4,1,6,1,5159,101,742,0,0,8534,14536
3,144,1,0,1,0,0,0,0,13,3,1,0,1061,0,0,0,0,8677,9738
4,49,5,0,1,1,1,1,0,2,1,3,1,2342,327,539,3274,0,10641,17123
0,201,1,2000,1,0,0,0,1,15,3,2,0,11330,0,0,0,2020,5461,18811
0,28,1,5000,1,1,0,1,1,2,1,4,1,2098,111,368,0,2002,7104,11683
1,50,1,3000,1,1,0,1,1,2,1,1,6,430,1151,776,0,1469,5518,9344
1,26,2,1000,1,0,1,1,1,2,1,5,0,1434,0,556,2441,2274,3495,10200
2,43,5,2000,1,0,0,1,1,3,1,6,0,5582,0,676,0,1629,6310,14197
2,64,4,0,1,1,1,0,0,4,1,6,8,7792,1306,0,4678,0,8022,21798
0,151,3,0,1,1,0,1,0,10,3,5,4,7658,1165,1839,0,0,7795,18457
2,136,8,0,1,1,0,1,0,8,4,1,6,10018,1138,2070,0,0,7878,21104
3,246,1,0,0,0,1,0,0,12,4,0,0,0,0,0,4220,0,10204,14424
1,86,2,20000,1,0,0,0,1,3,2,5,0,4658,0,0,0,1948,8994,15600
1,66,2,0,1,1,0,1,0,3,1,5,5,3443,1424,810,0,0,6403,12080
2,107,6,7000,1,1,0,1,1,5,1,4,4,27184,1182,1348,0,3585,7521,40820
0,174,2,3000,1,1,1,0,0,8,4,2,2,1086,1640,0,2967,0,11253,16946
3,122,2,0,1,1,0,1,0,5,3,4,3,6115,321,1384,0,0,9232,17052
1,22,1,0,1,1,1,1,0,2,1,3,8,665,1602,340,2355,0,6249,11211
2,127,4,7000,1,1,1,1,1,10,2,6,6,17286,975,1279,3115,1696,4539,28890
1,162,4,15000,1,0,0,0,0,14,3,2,0,12084,0,0,0,0,12460,24544
1,55,3,5000,1,1,0,1,1,2,1,1,2,340,581,674,0,2051,7357,11003
3,224,1,0,0,0,0,1,0,10,4,0,0,0,0,2366,0,0,3482,5848
3,287,2,0,1,0,0,1,0,19,4,4,0,24160,0,4067,0,0,4505,32732
4,30,2,0,1,1,0,0,0,2,1,5,3,1204,260,0,0,0,9520,10984
1,125,2,5000,1,1,1,0,1,6,3,5,1,6594,31,0,6774,1691,10615,25705
2,59,6,2000,1,0,1,1,1,3,1,3,0,1763,0,853,3357,1600,8894,16467
0,247,3,1000,1,1,0,0,1,20,5,6,8,13654,3352,0,0,5567,12696,35269
1,190,3,0,1,1,1,1,0,17,4,1,7,391,1993,2721,15279,0,5188,25572
3,255,2,0,1,1,1,0,0,15,4,1,8,2509,3133,0,18939,0,5010,29591
4,60,2,0,1,0,0,1,0,2,1,6,0,6107,0,831,0,0,9108,16046
1,143,1,0,1,1,1,1,0,5,3,3,3,10513,3479,2039,6832,0,7505,30368
0,82,4,20000,1,1,0,1,1,4,2,5,7,9826,1557,849,0,2331,10645,25208
3,179,1,0,1,0,1,1,0,13,5,6,0,12173,0,2578,9436,0,5977,30164
4,83,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4250,4250
0,114,3,2000,1,1,1,1,1,8,3,5,3,5176,780,1642,2041,2315,3580,15534
3,178,1,0,1,0,1,1,0,11,4,6,0,7714,0,1701,3249,0,10441,23105
4,72,2,0,1,1,1,0,0,4,1,5,7,3587,1509,0,4566,0,4095,13757
3,119,1,0,1,1,1,0,0,5,3,6,3,3328,5509,0,5816,0,9420,24073
4,46,2,0,1,0,1,0,0,2,1,5,0,3177,0,0,3170,0,8161,14508
4,23,3,0,0,1,1,1,0,2,1,0,5,0,700,460,1773,0,5111,8044
4,72,3,0,0,0,0,1,0,3,1,0,0,0,0,852,0,0,6402,7254
3,181,3,0,1,1,0,0,0,12,4,3,1,10032,57,0,0,0,9283,19372
0,146,2,0,1,0,0,1,0,5,2,3,0,4777,0,1443,0,0,8122,14342
2,125,5,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,4054,4054
4,57,3,0,1,1,0,0,0,2,1,6,6,3940,1428,0,0,0,6239,11607
2,158,8,1000,1,0,1,1,1,9,3,2,0,6793,0,2449,12253,1904,7153,30552
1,93,1,7000,1,1,0,1,1,4,2,5,7,3303,901,1171,0,4309,4783,14467
1,129,1,0,1,1,1,1,0,5,2,4,8,4350,7775,1231,9597,0,8357,31310
3,85,2,0,1,0,1,1,0,6,2,3,0,2872,0,879,5187,0,8775,17713
2,112,8,3000,0,1,0,1,1,5,3,0,1,0,33,1334,0,4193,9103,14663
3,67,2,0,1,0,0,1,0,3,1,5,0,2635,0,859,0,0,9221,12715
1,170,4,2000,1,1,0,1,1,12,2,2,3,10578,590,1978,0,3856,6507,23509
3,122,2,0,1,1,1,0,0,7,3,2,6,1612,1055,0,8505,0,8615,19787
1,18,1,0,1,0,1,1,0,2,1,2,0,451,0,415,526,0,10257,11649
4,34,5,0,1,1,1,0,0,2,1,4,5,1208,1373,0,1022,0,7675,11278
1,109,4,15000,1,0,1,1,0,5,3,6,0,8506,0,1463,2315,0,7325,19609
0,190,2,0,1,1,0,1,0,11,3,5,7,10117,3106,2281,0,0,2988,18492
4,60,4,0,1,0,1,0,0,2,1,2,0,5453,0,0,4563,0,4838,14854
4,56,4,0,1,1,0,1,0,4,1,5,3,1713,1981,872,0,0,7424,11990
0,219,4,0,1,1,0,1,0,16,6,1,8,17294,1705,2586,0,0,11656,33241
2,123,8,0,1,1,0,0,0,6,2,5,6,12021,4462,0,0,0,10435,26918
3,147,1,0,0,1,1,1,0,6,4,0,6,0,1223,2076,2151,0,5742,11192
1,183,2,5000,1,0,0,0,1,7,3,4,0,9221,0,0,0,2204,4256,15681
0,123,1,0,1,0,0,1,0,11,2,4,0,3505,0,1366,0,0,6125,10996
3,64,2,0,1,1,1,1,0,3,1,6,8,5320,1492,1054,1354,0,6397,15617
3,299,3,0,1,1,1,1,0,13,8,5,2,8168,8233,2725,13970,0,10226,43322
1,88,4,1000,1,1,0,1,1,8,1,5,6,8883,1381,1330,0,4304,8595,24493
1,161,2,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,5566,5566
2,113,4,0,0,1,1,0,0,5,2,0,1,0,356,0,9221,0,11574,21151
3,89,2,0,1,0,1,0,0,7,1,2,0,1044,0,0,1455,0,4190,6689
0,48,1,0,1,1,1,1,0,3,1,6,2,2955,394,803,1088,0,10327,15567
1,185,3,5000,1,1,0,1,0,15,3,1,3,1222,920,1867,0,0,8144,12153
1,194,1,0,1,0,1,1,0,13,3,1,0,1440,0,2792,14942,0,11492,30666
0,82,1,10000,1,1,0,0,1,4,1,4,2,3307,513,0,0,1882,6479,12181
3,99,2,0,1,1,0,0,0,9,2,3,2,2569,604,0,0,0,5688,8861
4,32,3,0,1,0,0,0,0,2,1,2,0,244,0,0,0,0,4936,5180
1,101,3,10000,1,0,0,1,0,8,1,2,0,367,0,1493,0,0,5135,6995
1,46,4,5000,1,0,0,1,1,2,1,1,0,561,0,672,0,2020,8941,12194
0,91,4,2000,0,1,1,1,0,4,2,0,6,0,1160,1515,6514,0,4030,13219
4,38,4,0,1,0,0,0,0,2,1,2,0,304,0,0,0,0,9453,9757
4,21,4,0,1,1,0,1,0,2,1,4,6,2216,885,441,0,0,6599,10141
1,144,3,5000,1,0,0,1,1,6,4,1,0,1152,0,2095,0,1976,12091,17314
4,70,4,0,1,1,1,1,0,7,1,1,3,3025,2051,966,4179,0,6455,16676
2,83,7,0,1,1,0,1,0,3,1,3,5,6492,1091,883,0,0,7153,15619
2,130,4,5000,1,1,0,1,1,7,2,3,4,5136,763,1418,0,2646,7398,17361
2,80,5,15000,1,0,0,1,1,4,1,4,0,3075,0,706,0,4396,6279,14456
2,167,4,0,0,1,0,1,0,8,5,0,5,0,8407,2569,0,0,7227,18203
1,192,1,15000,1,1,1,0,1,14,4,2,6,761,10372,0,4541,4240,13588,33502
1,43,2,0,1,1,0,1,0,2,1,4,4,2551,563,626,0,0,10445,14185
1,52,1,7000,1,0,0,1,1,2,1,1,0,989,0,721,0,1851,6235,9796
2,130,8,5000,1,1,0,1,1,5,2,4,1,27209,128,1298,0,4517,9679,42831
1,159,4,7000,1,1,0,1,1,9,4,3,3,3441,427,1400,0,3914,7873,17055
4,26,3,0,1,1,0,1,0,2,1,6,1,1172,129,536,0,0,9222,11059
3,144,3,0,1,1,0,1,0,6,4,1,8,2147,2140,1420,0,0,5804,11511
4,64,5,0,1,1,0,1,0,4,1,6,7,6402,1114,875,0,0,5490,13881
4,37,2,0,1,0,0,1,0,2,1,5,0,1078,0,536,0,0,2929,4543
0,106,4,7000,0,1,1,0,1,9,2,0,8,0,4352,0,7857,2383,7707,22299
1,74,1,3000,1,0,0,1,1,7,1,6,0,3110,0,824,0,1808,6561,12303
2,171,5,2000,1,1,0,0,0,17,3,1,5,11991,1227,0,0,0,9876,23094
0,226,1,5000,0,0,0,1,1,12,6,0,0,0,0,3539,0,1976,5613,11128
0,132,1,7000,1,0,1,1,0,7,2,5,0,3554,0,1732,9539,0,7261,22086
4,67,5,0,1,1,1,1,0,3,1,4,3,8757,371,812,2086,0,8930,20956
0,197,2,10000,1,1,0,0,1,11,4,4,3,5365,199,0,0,1564,8320,15448
0,38,3,0,0,0,0,1,0,2,1,0,0,0,0,465,0,0,6304,6769
3,123,2,0,1,0,0,1,0,7,2,5,0,9113,0,1276,0,0,9566,19955
0,133,4,1000,0,0,0,1,1,11,2,0,0,0,0,1862,0,1505,8748,12115
1,187,2,2000,1,1,0,1,1,15,3,5,4,11211,8566,1720,0,1940,5658,29095
1,119,1,7000,1,1,1,1,1,10,3,4,8,5144,3286,1285,6227,4325,5025,25292
0,23,2,10000,1,0,1,1,1,2,1,3,0,599,0,478,710,1712,2658,6157
1,36,2,15000,1,0,0,1,1,2,1,6,0,2588,0,570,0,3354,4153,10665
1,51,3,3000,1,0,1,1,1,3,1,3,0,1017,0,821,4193,3207,6126,15364
4,95,5,0,1,0,0,1,0,3,2,2,0,7344,0,854,0,0,6909,15107
1,126,4,5000,1,1,0,1,1,6,2,4,7,5251,2195,2019,0,1524,9136,20125
2,111,5,0,1,0,0,0,0,5,2,6,0,12537,0,0,0,0,3368,15905
1,48,3,5000,1,1,1,1,1,3,1,3,2,1976,233,586,3602,1599,9280,17276
1,134,2,0,1,0,0,1,0,6,2,2,0,6752,0,2072,0,0,6054,14878
1,48,3,0,1,1,0,1,0,2,1,4,4,1445,997,792,0,0,5277,8511
0,176,4,0,1,1,1,1,0,7,5,3,3,8998,225,2448,11112,0,6336,29119
0,221,2,0,1,1,0,1,0,11,3,6,8,13034,2633,3346,0,0,12168,31181
2,197,4,0,1,1,1,1,0,10,4,5,8,20247,7274,2301,12742,0,7349,49913
4,67,4,0,1,1,0,1,0,4,1,3,1,5604,9,727,0,0,3561,9901
2,158,8,3000,0,1,0,0,1,10,3,0,5,0,1128,0,0,1545,10199,12872
1,59,4,0,0,1,1,0,0,3,1,0,8,0,2897,0,4009,0,6971,13877
3,159,1,0,1,0,0,1,0,12,3,2,0,5489,0,1723,0,0,3716,10928
4,66,4,0,1,0,0,1,0,2,1,3,0,4126,0,922,0,0,5032,10080
3,94,2,0,0,1,0,1,0,4,2,0,4,0,672,1263,0,0,6993,8928
1,80,2,3000,1,0,1,0,1,4,2,6,0,4477,0,0,4463,2334,9861,21135
1,139,1,20000,1,1,1,1,1,5,3,6,4,9418,974,1511,2158,4567,12814,31442
2,57,4,7000,1,0,0,0,0,2,1,6,0,5811,0,0,0,0,9789,15600
1,132,3,5000,1,0,1,1,1,6,2,4,0,5327,0,1671,10677,1913,8178,27766
3,197,2,0,1,0,1,1,0,8,5,3,0,3978,0,2867,10513,0,6390,23748
1,112,1,10000,1,0,0,1,0,8,3,2,0,1912,0,1370,0,0,11738,15020
3,54,2,0,1,0,1,0,0,3,1,1,0,266,0,0,3085,0,10359,13710
0,247,4,2000,0,1,1,1,1,16,7,0,1,0,114,2749,20328,2103,12049,37343
4,54,3,0,1,1,1,0,0,4,1,4,3,2168,968,0,4646,0,10534,18316
3,262,1,0,1,0,1,1,0,10,6,5,0,16160,0,2462,13545,0,10082,42249
3,278,2,0,1,1,0,1,0,15,5,5,7,18159,3720,3582,0,0,9793,35254
3,244,2,0,1,1,0,1,0,11,6,6,5,9237,2243,2099,0,0,5513,19092
3,221,1,0,1,1,0,1,0,11,3,4,6,16358,1221,2003,0,0,6531,26113
3,208,3,0,1,1,0,0,0,9,3,3,7,7266,4430,0,0,0,3897,15593
3,241,2,0,1,0,0,1,0,11,5,2,0,3407,0,3510,0,0,9710,16627
3,177,3,0,1,0,1,1,0,16,3,3,0,3488,0,2482,2560,0,11312,19842
3,236,1,0,1,1,0,0,0,15,4,2,2,2414,736,0,0,0,14710,17860
2,54,5,20000,1,1,1,0,1,2,1,1,4,4449,608,0,1392,2283,2638,11370
3,250,2,0,0,0,1,1,0,17,6,0,0,0,0,3809,14286,0,6512,24607
3,153,2,0,1,1,0,1,0,6,3,4,1,4735,765,1380,0,0,10346,17226
0,202,2,0,1,1,0,1,0,10,6,2,7,5187,1789,2909,0,0,13620,23505
1,37,4,20000,0,1,1,1,0,2,1,0,2,0,624,530,3331,0,8223,12708
4,40,3,0,1,1,1,1,0,4,1,6,4,3029,531,589,1026,0,10019,15194
3,167,3,0,1,0,0,1,0,7,4,6,0,12373,0,1688,0,0,7370,21431
4,39,5,0,1,0,1,1,0,2,1,6,0,3129,0,696,3590,0,4875,12290
1,128,1,0,1,1,1,1,0,12,2,6,8,5688,8121,1234,6795,0,12273,34111
0,197,3,7000,1,1,0,1,1,14,3,3,8,8299,860,2620,0,2440,6002,20221
4,44,2,0,1,1,1,1,0,2,1,4,4,1502,692,415,1646,0,4588,8843
3,168,2,0,1,1,0,1,0,16,2,2,3,6415,589,1725,0,0,6753,15482
1,75,4,0,1,1,1,1,0,3,1,5,6,4754,3747,1105,4921,0,3474,18001
0,141,2,0,1,0,0,1,0,7,2,3,0,4064,0,1959,0,0,9414,15437
4,78,4,0,1,1,0,1,0,3,1,4,1,9721,208,944,0,0,2685,13558
1,155,1,0,1,1,0,1,0,9,5,6,1,5682,166,1889,0,0,4526,12263
2,115,5,5000,1,0,0,1,0,5,3,2,0,2016,0,1692,0,0,8453,12161
3,204,1,0,0,1,0,0,0,12,6,0,2,0,469,0,0,0,4694,5163
1,45,1,0,0,1,1,0,0,2,1,0,5,0,1843,0,4420,0,3425,9688
0,243,4,15000,1,0,0,1,1,11,5,4,0,28971,0,3382,0,4514,11491,48358
4,37,3,0,1,1,0,0,0,3,1,1,1,580,233,0,0,0,6929,7742
4,33,5,0,1,1,0,1,0,2,1,2,4,3024,724,448,0,0,7484,11680
0,117,1,0,1,1,1,1,0,6,2,6,8,8597,4386,1173,7237,0,8505,29898
2,192,8,15000,1,1,0,1,1,9,4,4,1,39320,791,1935,0,1520,10903,54469
3,181,1,0,1,1,0,0,0,8,3,2,1,8686,19,0,0,0,8603,17308
3,66,3,0,1,0,1,1,0,3,1,4,0,4690,0,1018,4439,0,7030,17177
1,171,2,0,1,1,0,0,0,8,4,4,5,5129,1320,0,0,0,6332,12781
0,55,2,0,1,1,1,1,0,3,1,1,4,840,584,724,3971,0,6204,12323
1,86,1,5000,1,0,0,1,1,7,2,6,0,5091,0,1048,0,4570,12287,22996
2,96,7,3000,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7980,7980
1,88,4,0,0,1,0,1,0,7,2,0,2,0,712,1212,0,0,8850,10774
1,56,1,10000,1,1,0,1,1,2,1,5,5,3099,773,972,0,3549,7868,16261
3,69,3,0,1,0,0,1,0,2,2,3,0,2726,0,681,0,0,4892,8299
4,84,2,0,0,1,0,1,0,3,1,0,5,0,953,884,0,0,7911,9748
3,294,2,0,1,1,0,0,0,14,6,2,5,799,468,0,0,0,9179,10446
3,89,2,0,1,1,0,1,0,5,1,4,4,3576,467,776,0,0,8931,13750
1,58,4,0,1,1,1,0,0,4,1,5,5,2009,3458,0,1239,0,8709,15415
2,70,7,1000,1,0,0,1,0,2,1,4,0,7034,0,995,0,0,8380,16409
4,55,5,0,0,0,0,1,0,2,1,0,0,0,0,873,0,0,9099,9972
1,186,3,0,1,1,0,1,0,8,6,4,1,13965,153,1954,0,0,9811,25883
3,102,3,0,1,1,0,1,0,8,3,2,4,2098,660,1552,0,0,4404,8714
1,137,3,10000,1,1,0,0,1,9,3,5,8,6948,1950,0,0,3080,5166,17144
4,96,2,0,1,1,1,1,0,7,2,5,5,5852,226,1257,7584,0,7004,21923
3,51,3,0,1,1,0,0,0,3,1,5,7,3536,959,0,0,0,6781,11276
4,55,5,0,1,0,1,1,0,3,1,6,0,7247,0,672,1173,0,7069,16161
4,52,2,0,1,0,0,0,0,5,1,5,0,5387,0,0,0,0,9340,14727
2,121,7,0,1,1,0,1,0,10,3,5,8,6334,2502,1205,0,0,8557,18598
2,79,5,0,1,1,1,0,0,4,2,3,4,1109,928,0,5372,0,3398,10807
2,145,5,0,1,0,1,1,0,9,2,4,0,20409,0,1342,3083,0,10380,35214
2,96,6,2000,1,1,0,1,1,8,2,2,7,17254,1417,1456,0,3862,7468,31457
3,56,1,0,1,1,1,1,0,2,1,3,5,1572,923,571,3926,0,7806,14798
0,86,3,0,1,1,0,0,0,5,1,2,2,2580,341,0,0,0,8239,11160
2,104,4,3000,1,1,0,1,1,10,2,1,7,301,5436,1242,0,1803,9064,17846
